Hotel_Name,Date,Title,Review,Rating,Ori_Rating,Cleaned_Review,Dominant_topic,Perc_Contrib,Topic_Keywords,TextBlob_Polarity,Pol_Rating,Topic,Review_Len,Year
ibis budget Singapore Pearl, December 2019,Nice hotel and close to national stadium,We went there to watch a concert. The hotel is quite close to venue. We can walk there. The receptionist upgraded our room to the one who had fridge since we nwed it store breast milk for our baby at home. The hotel also near some halal restaurant. My wife and i satisify with this hotel. value for money,5,Positive,go watch concert quite close venue walk receptionist upgrade one fridge since nwed store breast milk baby home near halal restaurant wife satisify value money,0,0.793,"clean, good, small, walk, staff, location, mrt, night, station, place",0.1,Neutral,Location,59,2019
ibis budget Singapore Pearl, December 2019,Near Paya Lebar,Had meeting in Paya Lebar. Need a hotel close by. From Paya Lebar take MRT towards city. 1 stop at Aljunied. 10 min walk from MRT turn left at gate toward Geylang. Room & bed. Forgot towels so had to get house keeping. Near 24 hour shops & eateries. Had a good sleep as quiet on 2nd floor.,3,Neutral,meet paya lebar need close paya lebar take mrt towards city stop aljunied min walk mrt turn leave gate toward geylang bed forgot towel get house keep near hour shop eatery good sleep quiet floor,0,0.9901,"clean, good, small, walk, staff, location, mrt, night, station, place",0.15999999999999998,Positive,Location,58,2019
ibis budget Singapore Pearl, October 2019,"Modern, Clean but not everybody’s taste","Booked to stay here with my wife and 2 daughters. The room we were allocated would not accommodate more than 3 people (queen size bed with single bunk bed above). The booking algorithm does not work properly. Having said that the hotel was very good and immediately moved us to a larger room ( queen and 2 single beds) Rooms are very modern with mattresses on a wooden platforms, no wardrobes just a hanging tail and the sink outside the bathroom next to the coffee/ tea maker. However very clean. The other issue is the limited parking capacity (6-8 cars). If no space available the only option is to use vouchers and park on the street.",3,Neutral,book wife daughter allocate accommodate people queen size bed single bunk bed book algorithm work properly say good immediately move u large queen single bed modern mattress wooden platform wardrobes hang tail sink outside bathroom next tea maker however clean issue limit park capacity car space available option use voucher park street,3,0.6265,"bed, shower, get, small, night, book, one, bathroom, u, toilet",0.13796130952380953,Neutral,Room Amenities,116,2019
ibis budget Singapore Pearl, October 2019,Good place to sleep after a busy day.,"My friends and I visited Singapore for the first time. We traveled with two (2) infants so we were really worried if the Hotel is Baby friendly. We stayed for more than five (5) days and we did not regret staying there. It is a good value for your money hotel. The staff are all friendly and accommodating, they even suggested the best places to visit in the city. The location is also practical as there are so many food restos who offer affordable meals near the hotel. This place is okay if you are looking for a room to sleep and refresh after visiting tourist spots in the city. The wifi was slow sometimes though, maybe because of some technical issues during our stay. Overall I would recommend this to my family and other friends if they are looking for a budget hotel near the",4,Positive,friend visit first time travel two infant really worried baby friendly five day regret good value money staff friendly accommodate even suggest best place visit city location practical many food restos offer affordable meal near place okay look sleep refresh visit tourist spot city wifi slow sometimes though maybe technical issue overall recommend family friend look budget near,0,0.8161,"clean, good, small, walk, staff, location, mrt, night, station, place",0.2783333333333333,Positive,Location,146,2019
ibis budget Singapore Pearl, September 2019,So So,"Looks like we came when they are renovating. But the alley was quite dirty, with some little trashes. Rooms are standard. Shower is quite powerful, with hot water. There is dental kit, 2 towels, and shower cap. Room has mini fridge, safety box (which cannot be used), hair dryer. Lights are dim. AC can be really cold if put to the lowest temp and strongest fan. A little bit below my expectation because of the alley was dirty and dark.",3,Neutral,look like come renovate alley quite dirty little trash standard shower quite powerful hot water dental kit towel shower cap mini fridge safety box use hair dryer light dim ac really cold put low temp strong fan little bit expectation alley dirty dark,3,0.5275,"bed, shower, get, small, night, book, one, bathroom, u, toilet",-0.16749999999999998,Negative,Room Amenities,80,2019
ibis budget Singapore Pearl, September 2019,Avoid where possible,"Overall condition of hotel very poor Facility was outdated Room was dirty with ants in bedroom and bathroom Body was itchy after one night of sleep Yet, receptionist at night tried her very best at answering enquiries which was a plus Overall, avoid where possible",1,Negative,overall condition poor facility outdated dirty ant bedroom bathroom body itchy one night sleep yet receptionist night try best answer enquiry plus overall avoid possible,3,0.5416,"bed, shower, get, small, night, book, one, bathroom, u, toilet",-0.07428571428571429,Negative,Room Amenities,45,2019
ibis budget Singapore Pearl, September 2019,Worth the money you pay and more,"Being the first budget hotel I stayed in Singapore, I did not expect too much. From the airport, we took MRT and get off at Aljunied Station. Took us little effort to find the right direction to the hotel. The room was small but enough for my our family. Modern looking rooms equipped with basic stuff like water boiler, hair dryer and safe. We requested for iron and board and staff happily lend us the items for the duration of our 8 days visit. If you are just planning on using the room to sleep then you will find Fragrance Pearl enough to meet your needs. Our room is being cleaned everyday. With complementary tea, coffee and water everytime. We mostly used Grab on our stay due to the 10 minute walk distance to Aljunied MRT. Nearest mall is Paya Lebar Square S$6. Changi",4,Positive,first budget expect much airport take mrt get aljunied station take u little effort find right direction small enough family modern look equip basic stuff like water boiler hair dryer safe request iron board staff happily lend u item duration day visit plan use sleep find pearl enough meet need clean everyday complementary tea coffee water everytime mostly use grab due minute walk distance aljunied mrt near mall paya lebar changi,0,0.9799,"clean, good, small, walk, staff, location, mrt, night, station, place",0.1409438775510204,Neutral,Location,144,2019
ibis budget Singapore Pearl, June 2019,Budget hotel,"I always choose Fragrance hotel when I have a personal trip to Singapore. This time we chose Pearl, located at 21 Lor 14, Geylang. The staffs were nice but not very friendly and supportive compare to other branches. As usual, the rooms were very small, we booked 1 double room and 1 triple room, the 3rd bed in the triple room is put on the attic above the double bed which create inconvenience for any person sleep there. It’s a good hotel with that price but it’s a little far from the MRT, but you can take the bus instead with the bus station 200m from the hotel. The pest control is also an issue, as we found lots of ants in our room, like some guests mentioned before. You can find many nice restaurants around the hotel, I’d recommend Eminient Frog porridge, Lor 9 frog porridge,",3,Neutral,always choose personal trip time choose pearl locate lor geylang staff nice friendly supportive compare branch usual small book double triple bed triple put attic double bed create inconvenience person sleep good price little far mrt take bus instead bus station pest control issue find lots ant like guest mention find many nice restaurant around recommend eminient frog porridge lor frog porridge,0,0.9943,"clean, good, small, walk, staff, location, mrt, night, station, place",0.12301682692307692,Neutral,Location,147,2019
ibis budget Singapore Pearl, May 2019,Quality Stay at an Affordable Price,"We stayed in this property for 4 nights and the rooms we got are 203 and 204 which are right beside each other. The rooms is ideal for groups of 3-4 persons in a room but not advisable for travelers with small children, just because the rooms are loft type. Amenities are okay, towels are changed and rooms are cleaned everyday. I'd like to suggest to the property management to provide bidet to toilets ~ just my personal preference tho. Designate smoking areas are in the front porch and right side near the parking entrance. The staff is genuinely nice and accomodating. <3",4,Positive,property night get right beside ideal group person advisable traveler small child loft type amenity okay towel change clean everyday like suggest property management provide bidet toilet personal preference though designate smoking area front porch right side near park entrance staff genuinely nice accomodating,0,0.869,"clean, good, small, walk, staff, location, mrt, night, station, place",0.2814935064935065,Positive,Location,103,2019
ibis budget Singapore Pearl, May 2019,Nice Stay @Fragrance Hotel Pearl,"Fragrance Hotel Pearl is a very nice place, have kind and very accommodating staff. The room rate is very affordable and the place is very accessible. The environment is also good, it is very safe even you go home late.",5,Positive,pearl nice place kind accommodate staff rate affordable place accessible environment good safe even go home late,0,0.6203,"clean, good, small, walk, staff, location, mrt, night, station, place",0.41468750000000004,Positive,Location,40,2019
ibis budget Singapore Pearl, May 2019,Good service!,"I would have rated them 5 stars except some of the usb charging ports weren’t working. Also, the AC in our family room was not able to cool our room well but the hotel fixed this by giving us a spare key card so we can keep the AC on to cool he room even while we’re out. Hotel personnel are nice and approachable as well. Overall it’s a nice, clean hotel worth the money we spent. Thanks Fragrance Hotel!",4,Positive,rat star except usb charge port work ac family able cool well fix give u spare key card keep ac cool even personnel nice approachable well overall nice clean worth money spend thanks,0,0.7084,"clean, good, small, walk, staff, location, mrt, night, station, place",0.21388888888888888,Positive,Location,80,2019
ibis budget Singapore Pearl, May 2019,Affordable Comfortable Stay,"This is one of the best places we stayed during the recent times. The price is definitely competitive and is the best. The staff are very friendly and well behaved. The location is the only constrain. When you are on vacation, you will definitely not be at your room. So it's worth for every penny.",4,Positive,one best place recent time price definitely competitive best staff friendly well behave location constrain vacation definitely worth every penny,1,0.6458,"staff, u, service, front, desk, friendly, good, help, thank, time",0.34843749999999996,Positive,Service,55,2019
ibis budget Singapore Pearl, May 2019,NO HEATER WATER,"Hi, i am Balkis from jakarta, indonesia. The hotel was small but not too far from the airport and it's too expensive either way. Unfortunately,no breakfast allowed and NO HEATER WATER in the bathroom.",2,Negative,hi balkis jakarta indonesia small far airport expensive either way unfortunately breakfast allow heater water bathroom,3,0.636,"bed, shower, get, small, night, book, one, bathroom, u, toilet",-0.21666666666666667,Negative,Room Amenities,34,2019
ibis budget Singapore Pearl, June 2018,quite hotel in busy town,"the staffs are wonderful and helpful. they always have time to chat and give us some interesting information, places to visit The hotel is fairly quiet considering it is busy on the outside. The room is always clean and tidy everyday, ready for us to have rest after long day exploring the city",4,Positive,staff wonderful helpful always time chat give u interesting information place visit fairly quiet consider busy outside always clean tidy everyday ready u rest long day explore city,0,0.6698,"clean, good, small, walk, staff, location, mrt, night, station, place",0.2516666666666667,Positive,Location,53,2018
ibis budget Singapore Pearl, March 2019,Short night stay,Requested for a high floor. Checking in was a breeze. Was pleased to be given a free upgrade to family room. Love the location with a spacious parking area. Would definitely book again. Will recommend to others too.,4,Positive,request high floor check breeze please give free upgrade family love location spacious parking area definitely book recommend others,0,0.7016,"clean, good, small, walk, staff, location, mrt, night, station, place",0.312,Positive,Location,38,2019
ibis budget Singapore Pearl, April 2019,Commendable Staff,We would like to commend Mr. Rajun of Fragrance Pearl for assisting us with our concern. Very good customer service. He is truly concerned with the clients. Thank you. He is an asset to your company. Truly commendable.,4,Positive,like commend rajun pearl assist u concern good customer service truly concerned client thank asset company truly commendable,1,0.9384,"staff, u, service, front, desk, friendly, good, help, thank, time",0.9099999999999999,Positive,Service,38,2019
ibis budget Singapore Pearl, April 2019,No complaints or issues,"Hotel had my booking, good quiet room 8th floor, bit small but typical Singapore style, clean. Lots of restaurants within easy walking distance, MRT also handy. They organised GRAB taxi for early morning trip to airport. Good price for Singapore",5,Positive,book good quiet floor bit small typical style clean lot restaurant within easy walk distance mrt handy organise grab taxi early morning trip airport good price,0,0.987,"clean, good, small, walk, staff, location, mrt, night, station, place",0.2759259259259259,Positive,Location,40,2019
ibis budget Singapore Pearl, March 2019,Good budget hotel,"I enjoyed my stay here. I was on business, so I only really slept in the hotel, it might be too cramped and lacking in facilities for a couple or more on holiday. No restaurant, no amenities. Big bed, clean bathroom, aircon was not cold enough, fast wifi, quiet room (top floor), pleasant, helpful staff. Good location for me, which meant a 10 min walk to the MRT for travel, It is just off Geylang Road which is very Singaporean, not touristy. There are many local reastaurants and coffeeshops and plenty of shopping too.",3,Neutral,enjoy business really slept might cramp lack facility couple holiday restaurant amenities big bed clean bathroom aircon cold enough fast wifi quiet top floor pleasant helpful staff good location mean min walk mrt travel geylang road singaporean touristy many local reastaurants coffeeshops plenty shop,0,0.9482,"clean, good, small, walk, staff, location, mrt, night, station, place",0.29375,Positive,Location,94,2019
ibis budget Singapore Pearl, January 2019,👍,"cheap but clean and nice hotel, cold aircon, I think it is newly renovated. No free breakfast and restaurant but no worries because there are so many restaurants nearby to choose from specially at night coz most of the restaurants opens at 11am.",4,Positive,cheap clean nice cold aircon think newly renovate free breakfast restaurant worry many restaurant nearby choose specially night coz restaurant open,0,0.9841,"clean, good, small, walk, staff, location, mrt, night, station, place",0.22890812890812892,Positive,Location,43,2019
ibis budget Singapore Pearl, January 2019,Fragrance Hotel Pearl Experience,"I had a great experience with Fragrance Hotel Pearl. I booked for deluxe room but when i arrived at the hotel..they gave me the superior room as a complimentary! 😱 and it’s like,realy?! 😍 though i’m alone that time...still i enjoyed it! 🥰 All the receptionist there we’re very approachable...i ask them if they can print some of my documents and they said “yah,sure” and they print it without payment 😊 when i ask the receptionist to take me a photo in the waiting area,he took a photo without hesitation! 😅 I ask them to call for me a taxi, they do it also...everything became easy for me because of their great service! the area was so clean, kudos to the housekeeping! I payed for Php6,000/160sgd (goodfor2pax) for 2nights including 2tickets of GARDENS BY THE BAY TOUR PACKAGE",5,Positive,great experience pearl book deluxe arrive give superior complimentary like realy though alone time still enjoy receptionist approachable ask print document say yah sure print without payment ask receptionist take photo wait area take photo without hesitation ask call taxi everything become easy great service area clean kudos housekeep payed include garden bay tour package,3,0.386,"bed, shower, get, small, night, book, one, bathroom, u, toilet",0.592824074074074,Positive,Room Amenities,138,2019
ibis budget Singapore Pearl, December 2018,Good price/value ratio,Spent here 2 nights. The room is pretty even a little big small but this is the standard for this hotel and price category. Two bottle of water are available and tea and coffe could be prepared. The wifi works good. Outside lot of shops and restaurants are available and 8 minutes per walk to the next MRT I think it is ES 09. Overall good hotel in a great area.,4,Positive,spent night pretty even little big small standard price category two bottle water available tea coffe could prepare wifi work good outside lot shop restaurant available minute per walk next mrt think e overall good great area,0,0.9907,"clean, good, small, walk, staff, location, mrt, night, station, place",0.19375,Positive,Location,71,2018
ibis budget Singapore Pearl, December 2018,Not my favorite but not the worst,"Booked super last minute because it had enough space for us and was under budget. Arrived to a nice clean hotel. Rooms were too small for a family of 4 it had a twin bed and a full bed.(our fault) hotel is in the red light district with no viable food options nearby. It is a 20$ cab ride to get to any of the big destinations or to food and tourist spots. That eats up any savings fast. Beds aren’t super comfy, but place is clean enough if you just needed an overbite. Oh and very laggy internet.",3,Neutral,book super last minute enough space u budget arrive nice clean small family twin bed full bed fault red light district viable food option nearby cab ride get big destination food tourist spot eat saving fast bed super comfy place clean enough need overbite oh laggy internet,0,0.9221,"clean, good, small, walk, staff, location, mrt, night, station, place",0.19333333333333333,Positive,Location,99,2018
ibis budget Singapore Pearl, November 2018,Small room & hard beds,This budget hotel have a small room and hard beds. It have a hot water maker inside room and complimentary mineral water. It also have a good wifi connection and friendly staff. Located not so far from Aljunied MRT station,3,Neutral,budget small hard bed hot water maker inside complimentary mineral water good wifi connection friendly staff locate far aljunied mrt station,0,0.984,"clean, good, small, walk, staff, location, mrt, night, station, place",0.16904761904761906,Positive,Location,40,2018
ibis budget Singapore Pearl, November 2018,Decent Stay,Located at Geylang; room at Fragrance are too small. it hardly fits 2 luggage on the floor. Room were clean and the shower was good. Staff were polite and informative. Lots of 24 hours eateries nearby thus easy to roam in the night.,4,Positive,locate geylang small hardly fits luggage floor clean shower good staff polite informative lot hour eatery nearby thus easy roam night,0,0.9839,"clean, good, small, walk, staff, location, mrt, night, station, place",0.19166666666666665,Positive,Location,43,2018
ibis budget Singapore Pearl, May 2018,small room can't open windows,so aljunuetplace not near to center by train or mrt here a bit cheap place but room small like jail and can't open windows so I can not stay here again.about araund cheap restaurants and markets and on way many girl working,3,Neutral,aljunuetplace near center train mrt bit cheap place small like jail ca open window araund cheap restaurant market way many girl work,0,0.7521,"clean, good, small, walk, staff, location, mrt, night, station, place",0.1,Neutral,Location,42,2018
ibis budget Singapore Pearl, October 2018,Hot room; cold showers,"Air conditioning so weak that it took well over an hour to cool the room. At check in it was 85 degrees outdoors and noticeably hotter in the room (having you sweat through your clothes). And house keeping kept turning off the AC. No hot water for showers. Nothing decent in the neighborhood, but just a short taxi ride away from acceptable restaurants. Poor cable tv (if it was cable). WiFi kept logging you off. Other budget hotels in vicinity might be tolerable.",1,Negative,air condition weak take well hour cool check degrees outdoors noticeably hotter sweat clothes house keep keep turn ac hot water shower nothing decent neighborhood short taxi ride away acceptable restaurant poor cable tv cable wifi keep log budget vicinity might tolerable,0,0.5536,"clean, good, small, walk, staff, location, mrt, night, station, place",-0.07261904761904762,Negative,Location,83,2018
ibis budget Singapore Pearl, October 2018,No hot water,Nice hotel but no hot water and WiFi works bad. Not close to MRT. Nice service. Plenty of street restaurants and shops around. Small but nice rooms. No hot water and problems with WiFi all the time during my stay there.,2,Negative,nice hot water wifi work bad close mrt nice service plenty street restaurant shop around small nice hot water problem wifi time,0,0.9847,"clean, good, small, walk, staff, location, mrt, night, station, place",0.08571428571428573,Neutral,Location,41,2018
ibis budget Singapore Pearl, September 2018,Great Stay,Staff are accommodating. Always assured us if we are need assistant. Even our tour in Universal Studio was purchased to them and slight lower than regular rate when puchased at Universal Studio. Although the place is far in mrt.,5,Positive,staff accommodate always assure u need assistant even tour universal studio purchase slight low regular rate puchased universal studio although place far mrt,1,0.635,"staff, u, service, front, desk, friendly, good, help, thank, time",-0.01333333333333333,Neutral,Service,39,2018
ibis budget Singapore Pearl, October 2018,Small but comfy,The rooms are small but clean and pleasant. The location is good with many eateries around. There are two set backs which are water pressure is low and there is no cafe in the hotel. Reception employees are efficient and helpful. Our group consist of 4 pax and everyone is happy with our stay.,4,Positive,small clean pleasant location good many eatery around two set back water pressure low cafe reception employee efficient helpful group consist pax everyone happy,0,0.8413,"clean, good, small, walk, staff, location, mrt, night, station, place",0.4071428571428571,Positive,Location,54,2018
ibis budget Singapore Pearl, September 2018,"Considered good, only found some ants in room","Stayed on 10th Sep 2018 for 2D1N. Pros: - good location. 24-hr supermarket and some eateries nearby - free upgrade to family room. Good service Cons: - except that some ants around basin and kettle, the rest area considered clean",3,Neutral,sep pro good location supermarket eatery nearby free upgrade family good service con except ant around basin kettle rest area consider clean,0,0.884,"clean, good, small, walk, staff, location, mrt, night, station, place",0.5416666666666667,Positive,Location,40,2018
ibis budget Singapore Pearl, September 2018,Good Hotel,"It's good enough for a short stay. The room is big and spacious enough for a solo trip. Check in and out was quick. Close to a lot of food courts, near 24hrs supermarket. 5-10 mins to mrt station and bus stations.",4,Positive,good enough short big spacious enough solo trip check quick close lot food court near supermarket min mrt station bus station,0,0.9841,"clean, good, small, walk, staff, location, mrt, night, station, place",0.1619047619047619,Positive,Location,42,2018
ibis budget Singapore Pearl, September 2018,This place stinks,"You might save some money staying here, but beware. When entering the room, it smells like crusty, old underwear. You can’t escape the stench. There is no hot water heater in the shower, and the bathroom is infested with ants. I would have written this review at the hotel, but the WiFi was too weak.",1,Negative,might save money beware enter smell like crusty old underwear escape stench hot water heater shower bathroom infest ant write review wifi weak,3,0.9354,"bed, shower, get, small, night, book, one, bathroom, u, toilet",-0.13333333333333333,Negative,Room Amenities,55,2018
ibis budget Singapore Pearl, August 2018,Poor customer service and Dirty room,"Room with ants all around beds, basin and toilet bowl. Receptionists attitude has to be improved. We were asked to have chosen a 5 star hotel for better room condition due to the complain. It’s mad to ask us stay in a room after mosquito spray and surprisingly that is the only solution they could offer other than to transfer us between their outlets during mid night which they did in the end. No other available room for us to change. One of the receptionists even turn on tv to a very high volume when we were complaining. Is definitely a no-try hotel in Singapore!!! Low level of cleanliness and bad attitude to whoever that try to complain!!!!",1,Negative,ant around bed basin toilet bowl receptionist attitude improve asked chosen star well condition due complain mad ask u mosquito spray surprisingly solution could offer transfer u outlet mid night end available u change one receptionist even turn tv high volume complain definitely low level cleanliness bad attitude whoever try complain,3,0.6798,"bed, shower, get, small, night, book, one, bathroom, u, toilet",-0.002702380952380956,Neutral,Room Amenities,118,2018
ibis budget Singapore Pearl, August 2018,budget hotel,"Small room but with friendly staff. the 24hr complimentary internet was okay, sometimes the connection get disconnected and have to connect again. sometimes the keycard wont work, too and you have to try again to enter your room. the bathroom was okay except for the fact that the only divider between the toilet and bath was a shower curtain that is short, meaning that the floor for the toilet could still get wet while showering. there was no available utensils too in the room, only stirrers for the coffee. the lobby was quite small too so if the guests have children and you are all in the lobby, it could become noisy. although there is an area just outside the hotel with table and chairs where you could wait for your ride. there was a staff that was trying to talk in Filipino",3,Neutral,small friendly staff complimentary internet okay sometimes connection get disconnect connect sometimes keycard work try enter bathroom okay except fact divider toilet bath shower curtain short meaning floor toilet could still get wet shower available utensils stirrer coffee lobby quite small guest child lobby could become noisy although area outside table chair could wait ride staff try talk filipino,3,0.7162,"bed, shower, get, small, night, book, one, bathroom, u, toilet",0.05773809523809522,Neutral,Room Amenities,143,2018
ibis budget Singapore Pearl, August 2018,CLEAN ROOM,"First time in Singapore. Had a great stay with a super tidy room. Toilet is cleaned. Hot water was working well. My thanks to Housekeeping Anisha and her cleaning crew. With a nice comfortable place, im sure to return.",5,Positive,first time great super tidy toilet clean hot water work well thanks housekeep anisha cleaning crew nice comfortable place sure return,0,0.5229,"clean, good, small, walk, staff, location, mrt, night, station, place",0.39,Positive,Location,39,2018
ibis budget Singapore Pearl, August 2018,Mmm interesteing location,"Staff were friendly, not overly accommodating with room requirements (wanted some more glasses they said that was the aoolication and they cannot give anymore out. Ok, it was a 2 star but a glass? Aanyway beware that within 30 metres your in th redlight district. Lots of loitering men staring at my 13 yo daughter. On another note, a few streets in the other direction there is intersting street food at reasonable prices. So if you like a bit of rustic without the upmarket glossy Singapore image then its ok. 20 minutes n bus into town. fares are $1.40 one way.",3,Neutral,staff friendly overly accommodate requirement want glass say aoolication give anymore ok star glass aanyway beware within metre th redlight district lot loiter men star yo daughter another note streets direction intersting street food reasonable price like bit rustic without upmarket glossy image minute n bus town fare one way,2,0.4436,"light, district, red, area, girl, geylang, street, see, bother, even",0.25,Positive,Environment,101,2018
ibis budget Singapore Pearl, June 2018,Okay for an overnight stay but not okay for a week long stay,"The hotel is located near a lot of hawker style restaurants. There is a 24hour grocery nearby about 4 minutes walk. Hotel is near multiple bus stations so it is quite good for transportation. Also near an MRT station. Lobby of the hotel is clean and okay. We rented a family room to stay for 1 week. Bedsheets have stains. No water heater in the bathroom. There is a sewer smell coming out of the drainage in the bathroom. Sink is dirty when we checked in. Air conditioning is good. Overall I would say this is a good stay if you are up for value of money and if you will basically be out in the streets the whole day and just stay for the night. But in comfortability of stay, this is average.",3,Neutral,locate near lot hawker style restaurant grocery nearby minute walk near multiple bus station quite good transportation near mrt station lobby clean okay rent family week bedsheets stain water heater bathroom sewer smell come drainage bathroom sink dirty check air condition good overall say good value money basically streets whole day night comfortability average,0,0.6931,"clean, good, small, walk, staff, location, mrt, night, station, place",0.20897435897435898,Positive,Location,134,2018
